,uri,title,artist,cluster
823,spotify:track:0IaVoG6oN3VNFRTVkDPb8e,Spy (feat. Ben l’Oncle Soul),"Beat Assailant, Ben L'Oncle Soul",2
824,spotify:track:1fOfQq0kJ7dr3iOXBNT7hT,Constellations,Darwin Deez,2
825,spotify:track:15gUoVepdWvSGqBNEoktfv,Farewell to Wendo,Mock & Toof,0
826,spotify:track:1lVsTSx4SM5jvA524cSjJO,I <3 U So,Cassius,0
827,spotify:track:1soTpc5eB70AVTQpfKbShT,Psyche or Like Scope,Family of the Year,2
828,spotify:track:0b6KJL1nAkMywA1gRfE2zc,Embody,Sebastian,0
829,spotify:track:1MoZ12tgQX0AXiQKWCDk2o,Slippin,Quadron,2
830,spotify:track:0hSP2xFZ5FxfIZcqDwByEw,Stereo,Elephanz,2
831,spotify:track:1VnonTIjXMdRhu0tTQJ0E4,Crazy (Nôze Remix),Ornette,0
832,spotify:track:1glxnUh3s9ZFqx3hYGOhjC,Lady,Chromatics,0
833,spotify:track:14IXXVVVjyxKTUZrnLDV2G,No Room for Doubt (feat. Willy Mason),"Lianne La Havas, Willy Mason",1
834,spotify:track:0qEWf25Od6Cz1iczdR1Psc,Pan,Mina Tindle,2
835,spotify:track:1jYKQiIBgfSmX9wNkt7nDs,Viene De Mi,La Yegros,3
836,spotify:track:0bO3mLhIrJu9fj9ThSXEke,Matilda,ALTJ,1
837,spotify:track:0SNG3Rze4j6yKzpNWIrxBA,Life Round Here,James Blake,2
838,spotify:track:08zG7iTJYe4SambjBoXnAc,Photomaton (feat. Elodie Wildstars),"Jabberwocky, Elodie Wildstars",0
839,spotify:track:1YwE4CRowvwzmYyYH4QnAw,Down,Haute,1
840,spotify:track:2a69nIPauoskmtC8xpxabg,Spinnin’,Speech Debelle,2
841,spotify:track:33TZp8fKEAQAw2mu1dOOld,What You Do to Me,Blakroc,0
842,spotify:track:32Lg3ABiUPzkaKuo1WXond,Odessa,Caribou,2
843,spotify:track:3O8kJCniHWFd1qDGI9s7uc,Tighten Up,The Black Keys,2
844,spotify:track:3ThxZVDosGitPNNVktObvJ,Wires,Owiny Sigoma Band,3
845,spotify:track:31AUyyOfHtzEumsOWKi9iS,Shuffle a Dream,Little Dragon,2
846,spotify:track:2H3UHxC0vDNAVmZB0kNk90,Home Again,Michael Kiwanuka,3
847,spotify:track:2npJnWJFdLLLA4j96wiMhz,White Light,Plugs,1
848,spotify:track:2qTVgZLSvM7jO7WjukVh8H,Tiene Sabor? Tiene Sazon,Ondatropical,2
849,spotify:track:2Mc1iQhna3HONILcP10n3M,She Don't Lie,Jennie Abrahamson,1
850,spotify:track:2zj56kskAGif3g05p7ejvJ,Postman,Melissa Laveaux,1
851,spotify:track:3LooLA7Ms2VS58SvVnSkmn,Eclipse Blue (feat. Kazu Makino),"Nosaj Thing, KAZU",0
852,spotify:track:2Gmwtm8scyic2Userg9fhl,Silbo,Féloche,3
853,spotify:track:2oqccTJXu2eqgaoOc7GHjc,The Fall,Rhye,0
854,spotify:track:2RY7NaKUzWXBClx4pIw2br,Man O To,Nu,3
855,spotify:track:35IUd0C9rOV29VYus5DNG1,Another Night (feat. Pupajim),"Stepart, Pupajim",3
856,spotify:track:2zq8KL0RfRRPlTVVsnzyjB,Stand Still (feat. Micky Green),"Flight Facilities, Micky Green",1
857,spotify:track:3GUUAHXUtYg20pcyK6uesv,The Reno Poem,bigott,1
858,spotify:track:39FeUyH9kJTeb6KJBVBYM2,Sinner,Naomi Shelton,2
859,spotify:track:2nbnUBwCi7vJkfiZ3YeuWJ,Prince Vince,Kid Francescoli,1
860,spotify:track:3ceaffXIcI3LoMirXR5UhV,"Gone Baby, Don't Be Long",Erykah Badu,3
861,spotify:track:45Lz5ZusGA2gvWlYbuu20Y,I Need a Dollar,Aloe Blacc,0
862,spotify:track:4zkn19bzwQVqpdgF9IiNNr,Reality & Fantasy (Gilles Peterson Remix),Raphael Gualazzi,0
863,spotify:track:4V3hriBIcWjevZAthJf6KC,The Lighthouse,Applause,0
864,spotify:track:4YjmLjWraW1URDiWpkDY2Z,Count Those Freaks,Whitey,3
865,spotify:track:3zc6WmZJ4Tdqi3vf2xGREq,Lero-Lero,Luisa Maita,3
866,spotify:track:4LQwIMQYNhlsb6ASsVKtVd,Losing My Patience,Shit Robot,3
867,spotify:track:3WSvXMgoU78kNwMBS8lfp2,Someone to Love Me (Naked) [feat. Diddy & Lil Wayne],"Mary J. Blige, Lil Wayne, Diddy",2
868,spotify:track:3VqQHioh0J2AMSjrb3CwIE,The Look,Metronomy,3
869,spotify:track:4kqvWCkfrwSkG8e1aeQNJz,BTSTU,Jai Paul,0
870,spotify:track:4z8xruE8feyULemRdbVXbv,Black Water,Timber Timbre,3
871,spotify:track:4iunbE2ga3zMMoLJN1cvUx,Babar,Part Company,3
872,spotify:track:3VchFPNB8GFesWaJnL4mvC,The Wolves,Ben Howard,0
873,spotify:track:44EuiAduKB1B1a8KG5CZFt,Herzan,Soapkills,0
874,spotify:track:4920CPh1N9YOLJEYaKGGT0,Kambuà,Bonga,0
875,spotify:track:4L5uzIUyACWjKHKznxchDe,Sub Sahara (feat. Nassim Kouti),"Fedayi Pacha, Nassim Kouti",0
876,spotify:track:4YGQvnPWthILeN6ji5LALn,Garden of Love,Winston McAnuff & Fixi,0
877,spotify:track:3uHnc16nIab22pXy29xv7h,Dream,Husbands,3
878,spotify:track:4OP4dLwkt0Yb76MDjCAsKg,Prisoner,Har Mar Superstar,3
879,spotify:track:4gNqNDNtHtVShTW8AfZuGN,Represent Heart,Farhot,0
880,spotify:track:6VZct80NPDEjqoUIquBU9s,The Raft,Fat Freddy's Drop,0
881,spotify:track:6SDpVfTmadN53oxsOg4oLN,The Keeper (feat. Andreya Triana),"Bonobo, Andreya Triana",3
882,spotify:track:69RGlDt2ZmBdFwDuiNCbir,Everlasting Light,The Black Keys,3
883,spotify:track:50h6TwoxuRyCEpDk7QtX5H,Fallen Hero (feat. Ben Onono)[Motor City Drum Ensemble Remix],"Ben Onono, Nu Frequency",2
884,spotify:track:6YGFwEBu0EGdTmCisIR6oy,Blue Steel,Bot'Ox,2
885,spotify:track:6R8vxA7qFbOv1OBTmmUPTW,Unluck,James Blake,2
886,spotify:track:6L3Sr6hREoWFRuelcsBmr8,I Will Do,Moriarty,0
887,spotify:track:75zpETqQYIGVO7KIMOnplm,Brand New Start,Concrete Knives,0
888,spotify:track:5eTJAlIc9WjMQIbqJAo1iz,Baby (feat. Hollie Cook),"The Shoes, Hollie Cook",0
889,spotify:track:63c36wlhlIL14JcghcpwCE,In the Grace of Your Love,The Rapture,2
890,spotify:track:5B6aNGBrXBgNHZtxTf4TXv,Dead Wrong,Hanni El Khatib,0
891,spotify:track:6RiR0V5BIAkoQGxoP9yXsz,III Fit,Wave Machines,2
892,spotify:track:6AA0uzhgRw05iTWlZrZ82r,Rose Quartz,Toro y Moi,0
893,spotify:track:5qhcAXN0xeBc165yLOugl6,Default,Atoms For Peace,3
894,spotify:track:5r9BNCdnJ3UbMrXjBeozUT,Skyscraper,Elephant,3
895,spotify:track:5VIXjePyBqhE30AN9TGOTE,Lovin You,Stwo,2
896,spotify:track:6kX83ErS0Ic0ihWknJoJri,St. James Infirmary,Paul Noyah,3
897,spotify:track:652KhCevFYMDTZks4FVhql,"Drive, Pt. 1",Ben Khan,2
898,spotify:track:6GC27hQcTVsxg1HsUOuYKi,Sega Jacquot,"Dom La Nena, Rosemary Standley",0
899,spotify:track:5VVSzsloeAsbdSg8hVTrVt,Paris,Black Atlass,0
900,spotify:track:7MzN2HlDPSCmWzE4Er8st9,Cruel Intentions,Simian Mobile Disco,3
901,spotify:track:7ihnQzpApxtd3LLZkf0Kad,Gabriel (feat. Valentina)[Nova’s Edit],"Joe Goddart, Valentina",1
902,spotify:track:7KBGtFChFnjKyd70fii18G,Midnight Sun,Isaac Delusion,0
903,spotify:track:7pEbGJUF6h6DOPFP4b3ipf,Diamondz (Blackjoy Remix),Y'akoto,3
904,spotify:track:7JTJOtXhMPs3BL1CQquZ1b,The Load,Barbarossa,0
905,spotify:track:7M5CHiV9CpIAuMqdz5WKxd,I'm to Blame,Boardwalk,3
906,spotify:track:3qBg6BeHJlGgwl5aCa09EC,Revolution Lover,Left at London,2
907,spotify:track:59wlTaYOL5tDUgXnbBQ3my,A Moment Apart,ODESZA,2
908,spotify:track:77judbhP5gwHPnuY0y8D58,The Pattern Calls Out,Jessica Curry,2
909,spotify:track:42Xesu4U4nM3CCjMk5X3kM,Sur le drapeau,"Suprême NTM, Sofiane",3
910,spotify:track:7ycDyrJEPBwzy2uAvtTZyh,Le Premier jour (Du reste de ta vie),Étienne Daho,2
911,spotify:track:2bZNwQvu1GQn0DvytrSwUx,The Catcher in the Rye,Elephanz,2
912,spotify:track:0qprlw0jfsW4H9cG0FFE0Z,Cold Little Heart,Michael Kiwanuka,2
913,spotify:track:78T9DulqSBWqkaxczcGBfk,Man On The Moon,Kid Cudi,0
914,spotify:track:23SZWX2IaDnxmhFsSLvkG2,Gorgeous,"Kanye West, Kid Cudi, Raekwon",0
915,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World,Nirvana,0
916,spotify:track:2RyiGdY33PR4aCTUolEhk7,On A Plain,Nirvana,0
917,spotify:track:3bH8PZsfbCRIoeNiFm7JmU,All Apologies,Nirvana,1
918,spotify:track:551qy5vUgrUfEUc4dCNfht,Where Did You Sleep Last Night,Nirvana,0
919,spotify:track:7B2z2GOTBXsM41euVZ5LWW,Bhopal,Khan Kalima,2
920,spotify:track:1EezwXZMbRkPBYDZz0EZ2H,Rebirth,Napkey,1
921,spotify:track:2SP9nsO6AwObpCMNGKqleK,Do You Remember,"Jarryd James, Raury",1
922,spotify:track:7jDe24vXWUNX8Jl2hZHrIS,High Hopes,Kodaline,0
923,spotify:track:2EllydpSVxCQJT2ssTbFL6,The Story of the Impossible,Peter von Poehl,1
924,spotify:track:3F7CTSlDGfe6NLYINZSbq2,Marathon,Napkey,2
925,spotify:track:4J7DTtM7LZ3t9LmGtiqDTX,Insomnia,IAMX,0
926,spotify:track:3mkS1alZdcdBQuIMad8aee,There Is a Light That Never Goes Out - 2017 Master,The Smiths,0
927,spotify:track:5b93ExHMimxq1QtCC0BZMg,Shiner (feat. Ginger and the Ghost),"Indian Summer, Ginger, the Ghost",1
928,spotify:track:17KXSmcK9QmfYRdYoDUikU,Palm Kings,Indian Summer,3
929,spotify:track:3D1XLwx88pGwHqaad1Hca1,Hem Na Nkosi Bo,Miriam Stockley,3
930,spotify:track:7eClkLWbrr3TorYedzaDkI,Waiting,Alice Boman,0
931,spotify:track:7ol59kVwq3DQyyjKZ2DRzy,Jungle,Tash Sultana,1
932,spotify:track:6FW6JfPbLov2pOFMsEbSgh,Panic,L Devine,3
933,spotify:track:4hkzx4KLPDkABV2Xz22fls,Too Insistent - Trentemøller Remix,"The Dø, trentemøller",0
934,spotify:track:6jOpA0UG23yw4MyXQKa6iz,Billie Holiday,Warpaint,3
935,spotify:track:0V2SavjRuimH4TIbrKyyN0,How Deep Is Your Love?,The Rapture,3
936,spotify:track:5epszgVX6xIOgNdGOQbTmg,Chinese Puzzle - Générique de fin,Kraked Unit,1
937,spotify:track:7eN0Sdh3AE1VKKLSsFwKBh,Want It Back,"Guts, Patrice, The Studio School Voices NYC",3
938,spotify:track:52VzhpS5lmcrULu2Bn8PnX,Brooklyn Streets,Sixfingerz,3
939,spotify:track:4prEPl61C8qZpeo3IkYSMl,Sleepyhead,Passion Pit,3
940,spotify:track:70WyPf8WtXvG3CgeTZZWz6,Nantes,Beirut,2
941,spotify:track:5HQEmiV2lKnSO6qa2fsR7x,I'm Not In Love,10cc,3
942,spotify:track:63fj7dR4QGRHDHKZStUuAY,Bad Things,"Milky Chance, Izzy Bizu",2
943,spotify:track:0vmgLPLunwHFxEw5fIO0km,Homesick - Live,"Gentleman, Milky Chance",1
944,spotify:track:1dEHQktvcM8vCCyI1x7yVB,You're The One That I Want,Lo-Fang,2
945,spotify:track:6oz4pWHGtsAO1QVMrqx7Vi,Wait For Me,Luca D'Alberto,3
946,spotify:track:61mtxdVMUKOTEf6Lbl0EHi,Just Make It Stop,Low,1
947,spotify:track:4JbmcPawCB84GH4DTrjqSK,Blah Blah Blah,Armin van Buuren,3
948,spotify:track:0icB8wBBDILkSQtLBoI3Rs,Je pars,Dalida,2
949,spotify:track:4MrwJDlbxpRCdbZWznfbyx,Sweet Disposition,The Temper Trap,0
950,spotify:track:6gBvxdyFb3Dx3GLPuFNtAH,My My My,Armand Van Helden,1
951,spotify:track:3YH8r4ajTrXf3p2NVR9HHv,Les filles désir,Vendredi sur Mer,0
952,spotify:track:46eHxWRKmtYhUHPDRgclt6,Careless Whisper,Seether,3
953,spotify:track:4eZwrnPpaYUcibAPSZye0Z,Better Now - Acoustic,CLOVES,3
954,spotify:track:5p8dI9pOj5FMjDpEDk9maW,Why Do You Feel so Real,Otrembu Eio,3
955,spotify:track:5doM1qJXf7JN6kyGjRDlTq,The Pursuit of Happiness,Beyries,0
956,spotify:track:0Mgi9TLOXB3tI4w6tpZSon,il,Jean-Michel Blais,3
957,spotify:track:6ruMklGZEAVBjxe4AbD4pM,Les métamorphoses du vide,Chapelier Fou,3
958,spotify:track:3gZborcZNuyLSSwfUXI8nu,Luggage,Chapelier Fou,3
959,spotify:track:0CUPccOp1WfpKCjcFgZsck,Hamesha Tumko Chaha - Devdas / Soundtrack Version,"Kavita Krishnamurthy, Udit Narayan",0
960,spotify:track:2Tvp10wI15AyPqgUYNUUpK,Maar Daala - Devdas / Soundtrack Version,"Kavita Krishnamurthy, KK",2
961,spotify:track:1lGomk0tsbt7orWGK8XoqA,Bairi Piya - Devdas / Soundtrack Version,"Udit Narayan, Shreya Ghoshal",2
962,spotify:track:2rJ2FbhT7g22kubQBc2Xzn,Woh Chand Jaisi Ladki - Devdas / Soundtrack Version,Udit Narayan,0
963,spotify:track:60MtSgn6FttZapzcFeWRZO,Dola Re Dola - Devdas / Soundtrack Version,"Kavita Krishnamurthy, Shreya Ghoshal, KK",3
964,spotify:track:2xlA7kNX6NPtT2LEWspzAQ,Jubel,Klingande,1
965,spotify:track:5JCi3pyggvk4B0yd0BK3ow,Stay High - Habits Remix,"Tove Lo, Hippie Sabotage",3
966,spotify:track:2LiWNkeUOAeibGxJKxmjsD,"Romeo And Juliet, Op.64 / Act 1: Dance Of The Knights","Sergei Prokofiev, Cleveland Orchestra, Lorin Maazel",3
967,spotify:track:0bAYJxEe6ate8gL0G2qj1B,One Step Beyond,Madness,2
968,spotify:track:5FYRDy9dLVi2uTa8httrVk,Comeback Kid,Kasabian,2
969,spotify:track:5LDNaD9VSZ2qe8F70pZ4nH,Je veux tes yeux,Angèle,3
970,spotify:track:7jKp4Yl1p89ByCMOjh2fHR,Peace and tranquility to earth,Roudoudou,0
971,spotify:track:0nMq3EYQTLB9dyXZw4ebbK,I Cry All Day,Hyphen Hyphen,3
972,spotify:track:6NhQDArt6jZiCeFSP11cbI,This Insatiable Love,Kid Francescoli,3
973,spotify:track:0LQn23Rc4YQbI8XhLy4iDW,La voiture ivre,Judah Warsky,1
974,spotify:track:2s3TL6sMAZwaJsUfVAXbFU,I Like It Like That,Pete Rodriguez,2
975,spotify:track:2Lz0SCS9yqGkqifMmX58cU,Le baiser,Vanessa Paradis,2
976,spotify:track:2aFCXdFtYxGlNEvgXRbctK,Words Remain,Moderator,2
977,spotify:track:61KVNC5PEmPmTHKkfF4Muc,Thank You For Your Love,Antony and the Johnsons,0
978,spotify:track:1FwdUkQ8BUZOCqopatIe0S,Pleasure,Baxter Dury,2
979,spotify:track:7wKNpV4iSV1lQIdfJydJw7,One for the Road,Rico Jeezus,2
980,spotify:track:2YM2DxTnWypKCWSlBGYKXS,Only Because Of You,Roger Hodgson,1
981,spotify:track:6CSV9lLEtiYn7HebtScOk2,Hungry,Roger Hodgson,2
982,spotify:track:2nOtOd6fcI7MQ9Bw2QgNoH,Lovers In The Wind,Roger Hodgson,1
983,spotify:track:3uk9kk6rLPsrTVw0tMvZZS,Say Goodbye,Roger Hodgson,0
984,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,Superstar (feat. Matthew Santos),"Lupe Fiasco, Matthew Santos",3
985,spotify:track:22INAzPLnauFoKjjiuB8Je,Tant besoin de toi,Marc Antoine,1
986,spotify:track:1mvZErZBp7WZT3HfGBykao,Cry for You,September,0
987,spotify:track:5VKddbUN1mljgxMogIUdMx,Underneath,Alanis Morissette,2
988,spotify:track:1spxtGkzrCK3qU3TBA2EgT,Ne dis à personne,Medhy Custos,2
989,spotify:track:24NPziq3dayIMKppeI94Um,Last Night,"Keyshia Cole, Diddy",1
990,spotify:track:358bOvBiZCS9fRzNYosw6c,Like a Boy,Ciara,0
991,spotify:track:0HKirbFqlRNUSZ4ZJsiWoo,Hotel Room,"Lord Kossity, Chico, Nicky B",2
992,spotify:track:0qhqYBHSKa8CXIsvENmXUz,Harmonium in the Well,Nils Frahm,2
993,spotify:track:2VZT2ydbnVdUdi2Ccsz7pn,Those willing to tell a story,Wim Mertens,2
994,spotify:track:4BbxSTDqfnX76DtwZLHuJb,The Boy Does Nothing,Alesha Dixon,2
995,spotify:track:1ezVEgZTvQsw73Ni1DbgqI,Boreal,Hotel Paradisio,2
996,spotify:track:2TstNmxA6VQjtPrUMIwkab,Bullets,Archive,0
997,spotify:track:2AX5E86cn9n2dgioZEjirI,Golden Brown,The Stranglers,0
998,spotify:track:2ThXlHa71fMSsTinfTG0jr,Floe,"Philip Glass, Philip Glass Ensemble, Michael Riesman",2
999,spotify:track:4JA4WlneNuzHNMyeTtK2Vu,Heads Up,Jain,3
1000,spotify:track:2SEEmCbeQODBUqOdsf4Hpc,The Tao Of Love,Vangelis,1
1001,spotify:track:67voPVuRbi8p3k2pJ44omJ,Myth,Beach House,0
1002,spotify:track:4820SC1xnUaabzzYQTDkP2,Gnossienne: No. 1,"Erik Satie, Alexandre Tharaud",2
1003,spotify:track:0SoPLeJAxzUh6rKBSzVeog,Dope on a Rope,The Growlers,0
1004,spotify:track:0TIw2THle5NOgw7s0NrwFI,"Gum, Toe and Sole",Gus Dapperton,0
1005,spotify:track:2enPRFda84VE2wtI8c86Uf,Always Forever,Cults,0
1006,spotify:track:0gr60jINHbKdcGlQ83rmaH,Full Circle,Half Moon Run,0
1007,spotify:track:7sXDYdXmR2PnafjkpfdCYv,Experience,Ludovico Einaudi,0
1008,spotify:track:2Z8SpRWDcWCrRBBoX6z80Z,last piece,Lykke Li,0
1009,spotify:track:5qcHNtNeQWSEVTeIwBLwss,Les moutons,Matmatah,2
1010,spotify:track:609ztq0z70ty0fFR3KUuJl,Bye Bye Macadam,Rone,2
1011,spotify:track:4oup3KfsjiTNmx5LiJSZQf,Reelin' In The Years,Steely Dan,3
1012,spotify:track:6b5rA9rthDbZDOQp9UbOgl,Little Lion Man,Mumford & Sons,3
1013,spotify:track:7AwvxYLlFmdoz0hQgyKtNU,I Will Wait,Mumford & Sons,0
1014,spotify:track:7d23MhPFE9eB3U8DPRirnL,Disparate Youth,Santigold,0
1015,spotify:track:1mHMCIkZmLz8T4fY9ADzFJ,Big Mouth,Santigold,0
1016,spotify:track:6yFsek6A532ZP6gL83J08u,Come Online,Kid Francescoli,0
1017,spotify:track:1m5nv5qCa3iCIbnbmvwq2L,My Baby,Kid Francescoli,0
1018,spotify:track:1ud1ewRzyKchqvbjbQ08kZ,I Don’t Know How,Kid Francescoli,0
1019,spotify:track:5MhTmEY9uM9FpCb8agVs8u,Emma,Kid Francescoli,2
1020,spotify:track:0Nc1rZEB2tZLgpxw5nkpEu,Moon,Kid Francescoli,0
1021,spotify:track:0wXYhZtSSoX2jbAfIP2N2j,Into The Fire,Thirteen Senses,2
1022,spotify:track:7k9iVpyeR5ybSPSkvmAP6K,All Around Me,Flyleaf,2
1023,spotify:track:3k0YE00IH1FTQJkZn3394Y,"Générique (From ""Le professionnel"")",Ennio Morricone,1
1024,spotify:track:0YneaceTrAPqoVJ1awPf0R,Velha Chiquinha,Pupkulies & Rebecca,2
1025,spotify:track:7FPOS5P94oairZniNS00td,Cumbia Sobre el Mar (feat. Nidia Gongora),"Quantic Presenta: Flowering Inferno, Nidia Gongora",0
1026,spotify:track:7pBrj5rt4SSxXwFKOyZfHR,Dissolve,Absofacto,2
1027,spotify:track:3RsEMD6feVs1ChpH4gbGJ6,Under Your Spell,Desire,0
1028,spotify:track:1aJrVsHwcQMZ8TZ6mlvT5J,A Real Hero,College & Electric Youth,1
1029,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,3
1030,spotify:track:7L3b6iaVhDVjfo52Hbvh9Z,Edge of Seventeen - 2016 Remaster,Stevie Nicks,0
1031,spotify:track:5sFyVIRlcXTi19DZCuTAsJ,Blinded by Science,Foreigner,3
1032,spotify:track:1ouBIucIMnlNWoh8WOtdAL,"Chi mai (From ""Maddalena"")",Ennio Morricone,2
1033,spotify:track:6ZeWGilCAL4sgnPWlCYyaj,All We Do,Oh Wonder,3
1034,spotify:track:3o1efQFC5ZYDUMHWXG8RD9,Au premier jour de la semaine - Laudes - Hymne,Keur Moussa,0
1035,spotify:track:2751ailJQITxLVnnASYvAD,Colours,Grouplove,3
1036,spotify:track:0Hyr2jPRwOQF8pf13n8eB1,Since I Left You,The Avalanches,1
1037,spotify:track:49iSYnIgA9P8EVH6M8uu2E,September Song,Agnes Obel,0
1038,spotify:track:0EHU3AEUIC6BRhvPSzJ3Kz,"La chanson de la pluie - De ""Bambi""/Bande Originale Française du Film",Chœurs - Bambi,1
1039,spotify:track:3tTwH5Ut4S1LuTRKUTcj1O,Drôle d'époque,Clara Luciani,1
1040,spotify:track:720ALyzJaCOQRVxNMdjwCO,Dors,Clara Luciani,3
1041,spotify:track:5zT5cMnMKoyruPj13TQXGx,I Found,Amber Run,0
1042,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,0
1043,spotify:track:6XGnom5L3JiKGDHtB0hxBM,Take Me to Your Home,No Money Kids,1
1044,spotify:track:7HRv1sYuwgoea1m0JRvChV,GOLD,BROCKHAMPTON,3
1045,spotify:track:7jcxpBa2m9IJC0TTAN5ig6,Visions,Outlines,3
1046,spotify:track:0JBgcm4YbjZ656OkRRQJc9,Adiemus - 1999 New Version,"Karl Jenkins, Adiemus, BBC National Orchetra of Wales, BBC National Orchestra Of Wales",2
1047,spotify:track:0v0bUI02b1P9rtSDPAZ907,Live And Let Die - 04 Summer Tour Remix,Paul McCartney,0
1048,spotify:track:42JPUTDdlKju8LI8c0vlEp,Tu es partout,Pauline Croze,0
1049,spotify:track:33RQpC3Kj8SRYpUOYBWrjw,Endless Song,AaRON,3
1050,spotify:track:2iaCwsy9HDIVPczJJZ7mSe,Your Woman,White Town,3
1051,spotify:track:6Dry2J20K0oVUs8S9XaE90,Joga O Bum Bum Tam Tam,MC Fioti,3
1052,spotify:track:2DgMxFMUQRPthW4ROhjen1,SWEET,BROCKHAMPTON,3
1053,spotify:track:57ggb1Zku1AkPiC1aM9EQA,Love Lockdown,Kanye West,0
1054,spotify:track:2ncSnIMALMma33FRKNFHBz,Garçon,Koxie,2
1055,spotify:track:56sDOHIpTKRTtuJIsMcy5h,Ta meuf (la caille),Faf Larage,1
1056,spotify:track:5y69gQtK33qxb8a24ACkCy,A Thousand Miles,Vanessa Carlton,3
1057,spotify:track:2PblW8OleBJvl2DPRsWGha,When You Look At Me - Radio Edit,Christina Milian,3
1058,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,3
1059,spotify:track:68P5Km76IhVUsVyIVGBlSo,This Could Be Beautiful [it is],Metronomy,3
1060,spotify:track:0IWtEFQBwRHaMXZQtGEVcM,Wonderful Life,Black,3
1061,spotify:track:0ZTjo2BjVAicpu6LRusfeg,Lemon Boy,Cavetown,0
1062,spotify:track:20oi5EhM0vW6CLoOdFrLPD,She Was - Live,Camille,3
1063,spotify:track:3fCyJJC7etQJ4vsbfVRXaL,Te manquer,"Grand Corps Malade, Sandra Nkaké",3
1064,spotify:track:3kf3eObITPOg2SPD3R33fs,Je t'en remets au vent,Hubert-Félix Thiéfaine,1
1065,spotify:track:7s1DzPJmEPOEjPYGVblqJ8,Dead Again,Aṣa,2
1066,spotify:track:5iGjWxoXSlXd178QzLodvu,Walker - Album Edit,Cascadeur,3
1067,spotify:track:5Q7Z26cX90eA14VaVg3xtB,Cliffs Edge,Hayley Kiyoko,0
1068,spotify:track:6qlpXtA29VcxCNgLWR5IWx,Pour que tu m'aimes encore,Céline Dion,2
1069,spotify:track:46PIPQSUEmFqLQyq3r4QS4,Palace,Hayley Kiyoko,2
1070,spotify:track:098KHkooQ95mfdtdUJrRut,One Bad Night,Hayley Kiyoko,2
1071,spotify:track:4JGWvU4u9qUDZAUFWlwYzM,Pays Sauvage,Emily Loizeau,1
1072,spotify:track:1fEHVOUeiuOCkI24gUqqJl,Angola (20th Anniversary Edition),Cesária Evora,0
1073,spotify:track:0a9gVY9ogJKX24YajcBmS6,Champions League Theme,Champions League Orchestra,2
1074,spotify:track:33v5VeQ0I5sXEeB6jfVz9E,Sodade (20th Anniversary Edition),Cesária Evora,2
1075,spotify:track:4LzoQSvAFEhn1zeWMp6VEm,Farewell Sonata,Benjamin Clementine,2
1076,spotify:track:6miUySWi347iIJyz7ETo6m,Got My Mind Set On You - Extended Version,George Harrison,0
1077,spotify:track:0BAjUM6V9P9g8rK83hVUTJ,The Unforgiven,Metallica,2
1078,spotify:track:16TaUXIQwH4KKA7XysNZgK,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,0
1079,spotify:track:09rhbuz1SDS3Oru0zULlno,To Our Daughter (Lullaby),My Best Friend Jacob,2
1080,spotify:track:0QYd5fplGWHQwzaURHz8I0,Je te promets,Zaho,0
1081,spotify:track:5W4K6HXWMoCuH57v2HOkQc,Kif'n'dir,Zaho,0
1082,spotify:track:2D9dzHAQEy1hLYLYl8m0Fd,Get On The Road,Tired Pony,0
1083,spotify:track:23jTBtyPLLA6Ua5pkO1PyC,Azúcar Negra,Celia Cruz,2
1084,spotify:track:1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,"Gotye, Kimbra",2
1085,spotify:track:5jk59pqGJBK5DsRQWZOzL7,Palladium,Brigitte,0
1086,spotify:track:6v6LOWCL5Q4cNfV6PDjPwD,Je Me Barre,Keny Arkana,3
1087,spotify:track:4NLZJcCIIUtDOWo2tPrHuB,Celle Qui A Dit Non,"Wallen, Shurik'n",3
1088,spotify:track:1nsqKzFsW88h2AGNMEUOHh,Dead Body,Little Simz,3
1089,spotify:track:53ItdHMkwgdwcEjBpNaEvF,I Walk Until,Yael Naim,0
1090,spotify:track:45iMwUi9OBJlEIsTJ4AStR,Not A Love Song,bülow,3
1091,spotify:track:2Px04J9GCpVbGtqlI3Sipm,Fine del film,Vincent Delerm,3
1092,spotify:track:5zZw8cn8WKoplKaeMPSvwi,The Good Side,Troye Sivan,3
1093,spotify:track:7lww2isyPbFugg7XMk4uDp,Tourner la page,Zaho,3
1094,spotify:track:7KbfRU8ToJ6PEu1rkiggzw,On the Road - Radio Edit,Hugo Barriol,1
1095,spotify:track:5Os7Z7SPgvZfBQp1zt4wEN,Water,Jack Garratt,3
1096,spotify:track:5P3yUXUC9rZPJPNmYGKEAz,Goner,Twenty One Pilots,2
1097,spotify:track:40sRwFjfrRnaTdYPJIg4CP,Hometown,Twenty One Pilots,2
1098,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,Message Man,Twenty One Pilots,2
1099,spotify:track:57yL3161hUMuw06zzzUCHi,Doubt,Twenty One Pilots,2
